id,task,type,input,output,source
T0084,DEFINITION,SPA,주식매매계약서(SPA)에서 '진술 및 보장 보험회사'란?,[■]를 본건 거래에 대한 진술 및 보장 보험 관련 업무에 대한 대리인으로 하는 [■]를 의미한다.,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0085,DEFINITION,SPA,주식매매계약서(SPA)에서 '통상적인 사업과정'이란?,"대상회사 및 해외 종속회사가 본 계약 체결일 현재 수행하고 있는 정상적인 사업관행과 실무에 부합(양적, 질적 및 빈도의 측면에서의 부합을 포함)하고 법령을 준수하여 수행하는 통상적인 사업 내지 영업활동을 의미한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0086,DEFINITION,SPA,주식매매계약서(SPA)에서 '특수관계인'이란?,상법 시행령 제34조 제4항에 따른 특수관계인을 의미한다.,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0087,DEFINITION,SPA,주식매매계약서(SPA)에서 '필요적 정부승인'이란?,"어느 당사자에 대하여, 본 계약의 체결 및 이행을 위해 당해 당사자가 사전에 받거나 완료해야 하는 정부승인을 의미한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0088,DEFINITION,SPA,주식매매계약서(SPA)에서 '필요적 제3자승인'이란?,"어느 당사자가 본 계약의 체결 및 이행과 관련하여 당해 당사자가 받거나 완료해야 하는 제3자(정부기관 제외)의 동의 또는 승인을 의미하며 계약상 필요하거나 요구되는, (a) 계약상대방으로부터의 해제권, 해지권 행사의 포기 등에 관한 서면 또는 동의서 수령, (b) 계약상대방으로부터의 자동 해지 또는 기한이익 상실이 없는 것으로 보거나 그에 따른 권리 행사를 하는 것을 포기 또는 면제한다는 취지의 서면 수령을 포함한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0089,DEFINITION,SPA,주식매매계약서(SPA)에서 '해외 종속회사'이란?,대상회사의 해외 자회사인 [■]를 의미한다.,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0090,DEFINITION,SPA,주식매매계약서(SPA)에서 'New Breach 클레임'이란?,"거래종결일 기준 제■조 제■항의 진술 및 보장 위반 사항으로, 본 계약 체결일 현재 존재하지 아니하고, 본 계약 체결 이후 거래종결 전에 새롭게 발생한 사실에 따른 것이며, 매수인이 거래종결 전에 인지하였고, 매수인의 ""Closing No Claims Declaration""에 의해 진술 및 보장 보험회사에게 통지된 것을 의미한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0091,COMPLETION_EASY,SPA,"본 주식매매계약(“본 계약”)은 20[?]년 [?]월 [?]일(“본 계약 체결일”)에 다음 당사자들 사이에서 체결되었다.
(1)	대한민국 법률에 의거하여 설립·존속 중이고 본사가 [?]에 소재하는 [?](“매도인”); 및
(2)	대한민국 법률에 의거하여 설립·존속 중이고 본사가 [?]에 소재하는 [?](“매수인”).
이하 매도인 또는 매수인 중 어느 한 당사자를 지칭할 경우에는 “[BLANK]”라 하고, 총칭하는 경우에는 “[BLANK]들”이라고 한다.",당사자,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0092,COMPLETION_MEDIUM,SPA,"본 주식매매계약(“본 계약”)은 20[?]년 [?]월 [?]일(“본 계약 체결일”)에 다음 당사자들 사이에서 체결되었다.
(1)	[BLANK] 중이고 본사가 [?]에 소재하는 [?](“매도인”); 및
(2)	[BLANK] 중이고 본사가 [?]에 소재하는 [?](“매수인”).
이하 매도인 또는 매수인 중 어느 한 당사자를 지칭할 경우에는 “당사자”라 하고, 총칭하는 경우에는 “당사자들”이라고 한다.",대한민국 법률에 의거하여 설립·존속,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0093,COMPLETION_HARD,SPA,본 주식매매계약(“본 계약”)은,"본 주식매매계약(“본 계약”)은 20[?]년 [?]월 [?]일(“본 계약 체결일”)에 다음 당사자들 사이에서 체결되었다.
(1)	대한민국 법률에 의거하여 설립·존속 중이고 본사가 [?]에 소재하는 [?](“매도인”); 및
(2)	대한민국 법률에 의거하여 설립·존속 중이고 본사가 [?]에 소재하는 [?](“매수인”).
이하 매도인 또는 매수인 중 어느 한 당사자를 지칭할 경우에는 “당사자”라 하고, 총칭하는 경우에는 “당사자들”이라고 한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0094,COMPLETION_EASY,SPA,"3.2	계약금. 매수인은 본 계약 체결일로부터 [?]영업일 이내에 조정 전 매매대금의 [10]%에 해당하는 금 [?](?)원을 매도인에게 계약금으로 지급하여야 한다. 계약금은 매도인 명의의 은행계좌(계좌개설은행: [?]은행, 계좌번호: [?])에 즉시 결제 가능한 원화로 송금함으로써 매도인에게 지급되어야 하며, 거래종결시 계약금(명확히 하면, 그에 대한 이자는 포함되지 아니하며, 이하 본 계약에서 동일함)은 조정 전 매매대금의 일부로 간주된다. 계약금은 [BLANK]에 따른 해약금으로 해석되지 아니하며, 매수인은 이를 포기하고 본 계약을 해제할 수 없고, 매도인도 매수인에게 그 배액을 상환하고 본 계약을 해제할 수 없다.",민법 제565조,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0095,COMPLETION_MEDIUM,SPA,"3.2	계약금. 매수인은 본 계약 체결일로부터 [?]영업일 이내에 조정 전 매매대금의 [10]%에 해당하는 금 [?](?)원을 매도인에게 계약금으로 지급하여야 한다. 계약금은 매도인 명의의 은행계좌(계좌개설은행: [?]은행, 계좌번호: [?])에 [BLANK]된다. 계약금은 민법 제565조에 따른 해약금으로 해석되지 아니하며, 매수인은 이를 포기하고 본 계약을 해제할 수 없고, 매도인도 매수인에게 그 배액을 상환하고 본 계약을 해제할 수 없다.","즉시 결제 가능한 원화로 송금함으로써 매도인에게 지급되어야 하며, 거래종결시 계약금은 조정 전 매매대금의 일부로 간주",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0096,COMPLETION_HARD,SPA,"3.2	계약금. 매수인은 본 계약 체결일로부터","3.2	계약금. 매수인은 본 계약 체결일로부터 [?]영업일 이내에 조정 전 매매대금의 [10]%에 해당하는 금 [?](?)원을 매도인에게 계약금으로 지급하여야 한다. 계약금은 매도인 명의의 은행계좌(계좌개설은행: [?]은행, 계좌번호: [?])에 즉시 결제 가능한 원화로 송금함으로써 매도인에게 지급되어야 하며, 거래종결시 계약금(명확히 하면, 그에 대한 이자는 포함되지 아니하며, 이하 본 계약에서 동일함)은 조정 전 매매대금의 일부로 간주된다. 계약금은 민법 제565조에 따른 해약금으로 해석되지 아니하며, 매수인은 이를 포기하고 본 계약을 해제할 수 없고, 매도인도 매수인에게 그 배액을 상환하고 본 계약을 해제할 수 없다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0097,COMPLETION_EASY,SPA,"3.3	매매대금의 순자산 조정.  
(a)	매도인은 거래종결일로부터 [?]영업일 이내에 대상회사에 대한 현재의 [연결 기준] [BLANK]를 확정하여 제출해야 한다. 
(b)	매수인이 확인실사(제4조에서 정의함) 등을 통해 발견하고 이에 대하여 매도인이 확인한 사항은 종결 [BLANK]에 반영하는 것을 원칙으로 한다.",재무상태표,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0098,COMPLETION_MEDIUM,SPA,"3.3	매매대금의 순자산 조정.  
(a)	매도인은 거래종결일로부터 [?]영업일 이내에 대상회사에 대한 현재의 [연결 기준] 재무상태표(“종결 재무상태표”)를 확정하여 제출해야 한다. 
(b)	매수인이 확인실사(제4조에서 정의함) 등을 통해 발견하고 이에 대하여 매도인이 확인한 사항은 [BLANK]을 원칙으로 한다.",종결 재무상태표에 반영하는 것,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0099,COMPLETION_HARD,SPA,"3.3	매매대금의 순자산 조정.  (a)	매도인은 거래종결일로부터","3.3	매매대금의 순자산 조정.  
(a)	매도인은 거래종결일로부터 [?]영업일 이내에 대상회사에 대한 현재의 [연결 기준] 재무상태표(“종결 재무상태표”)를 확정하여 제출해야 한다. 
(b)	매수인이 확인실사(제4조에서 정의함) 등을 통해 발견하고 이에 대하여 매도인이 확인한 사항은 종결 재무상태표에 반영하는 것을 원칙으로 한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0100,COMPLETION_EASY,SPA,"(c)	당사자들은 거래종결 전까지 상호 합의를 통해 국내 4대 회계법인(삼일, 삼정, 안진, 한영) 중 하나의 회계법인을 공동으로 선임하여, 선임된 회계법인으로 하여금 종결 재무상태표 제출일로부터 [BLANK] (단, 위 기간은 종결 재무상태표의 확정을 위하여 합리적으로 필요한 경우, 당사자들의 합의에 의하여 연장될 수 있음) 이내에 종결 재무상태표의 항목 및 금액에 대해 [매도인이 채택한 회계기준]에 따른 검토 및 판정을 수행하도록 한다. 회계법인의 판정은 당사자들을 종국적으로 구속하며 당사자들은 이에 대해 소 제기 기타의 방법으로 다툴 수 없다. 회계법인의 보수(관련 비용 포함)는 당사자들이 반분하여 부담한다.",15영업일,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0101,COMPLETION_MEDIUM,SPA,"(c)	당사자들은 거래종결 전까지 상호 합의를 통해 국내 4대 회계법인(삼일, 삼정, 안진, 한영) 중 하나의 회계법인을 공동으로 선임하여, 선임된 회계법인으로 하여금 종결 재무상태표 제출일로부터 15영업일(단, 위 기간은 종결 재무상태표의 확정을 위하여 합리적으로 필요한 경우, 당사자들의 합의에 의하여 연장될 수 있음) 이내에 종결 재무상태표의 항목 및 금액에 대해 [매도인이 채택한 회계기준]에 따른 검토 및 판정을 수행하도록 한다. 회계법인의 판정은 [BLANK] 없다. 회계법인의 보수(관련 비용 포함)는 당사자들이 반분하여 부담한다.",당사자들을 종국적으로 구속하며 당사자들은 이에 대해 소 제기 기타의 방법으로 다툴 수,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0102,COMPLETION_HARD,SPA,"3.3 매매대금의 순자산 조정.  
(a) 매도인은 거래종결일로부터 [?]영업일 이내에 대상회사에 대한 현재의 [연결 기준] 재무상태표(“종결 재무상태표”)를 확정하여 제출해야 한다. 
(b) 매수인이 확인실사(제4조에서 정의함) 등을 통해 발견하고 이에 대하여 매도인이 확인한 사항은 종결 재무상태표에 반영하는 것을 원칙으로 한다. (c)	당사자들은 거래종결 전까지 상호 합의를 통해 국내 4대 회계법인(삼일, 삼정, 안진, 한영) 중 하나의 회계법인을","(c)	당사자들은 거래종결 전까지 상호 합의를 통해 국내 4대 회계법인(삼일, 삼정, 안진, 한영) 중 하나의 회계법인을 공동으로 선임하여, 선임된 회계법인으로 하여금 종결 재무상태표 제출일로부터 15영업일(단, 위 기간은 종결 재무상태표의 확정을 위하여 합리적으로 필요한 경우, 당사자들의 합의에 의하여 연장될 수 있음) 이내에 종결 재무상태표의 항목 및 금액에 대해 [매도인이 채택한 회계기준]에 따른 검토 및 판정을 수행하도록 한다. 회계법인의 판정은 당사자들을 종국적으로 구속하며 당사자들은 이에 대해 소 제기 기타의 방법으로 다툴 수 없다. 회계법인의 보수(관련 비용 포함)는 당사자들이 반분하여 부담한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0103,COMPLETION_EASY,SPA,"(d)	당사자들에 의하여 선임된 회계법인의 검토 및 판정으로 인해 종결 재무상태표가 확정된 경우, 그 확정된 종결 재무상태표상의 순자산액(“종결 순자산액”)과 20[?]년 [?]월 [?]일 현재 대상회사의 순자산인 금 [?]([?])원(“순자산 기준금액”) 간의 차이(그 절대값을 의미함)를 “[BLANK]”이라고 한다.",거래종결 조정금액,SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0104,COMPLETION_MEDIUM,SPA,"(d)	당사자들에 의하여 선임된 회계법인의 검토 및 판정으로 인해 종결 재무상태표가 확정된 경우, [BLANK] 를 “거래종결 조정금액”이라고 한다. 종결 순자산액이 순자산 기준금액보다 클 경우에는 매수인이 매도인에게, 종결 순자산액이 순자산 기준금액보다 작을 경우에는 매도인이 매수인에게 거래종결 조정금액을 지급한다. 이러한 지급은 거래종결 조정금액이 확정된 날로부터 15영업일 이내에 완료되어야 한다.",그 확정된 종결 재무상태표상의 순자산액(“종결 순자산액”)과 20[?]년 [?]월 [?]일 현재 대상회사의 순자산인 금 [?]([?])원(“순자산 기준금액”) 간의 차이(그 절대값을 의미함),SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
T0105,COMPLETION_HARD,SPA,"3.3 매매대금의 순자산 조정.  
... (d)	당사자들에 의하여 선임된 회계법인의 검토 및 판정으로 인해 종결 재무상태표가 확정된 경우","(d)	당사자들에 의하여 선임된 회계법인의 검토 및 판정으로 인해 종결 재무상태표가 확정된 경우, 그 확정된 종결 재무상태표상의 순자산액(“종결 순자산액”)과 20[?]년 [?]월 [?]일 현재 대상회사의 순자산인 금 [?]([?])원(“순자산 기준금액”) 간의 차이(그 절대값을 의미함)를 “거래종결 조정금액”이라고 한다. 종결 순자산액이 순자산 기준금액보다 클 경우에는 매수인이 매도인에게, 종결 순자산액이 순자산 기준금액보다 작을 경우에는 매도인이 매수인에게 거래종결 조정금액을 지급한다. 이러한 지급은 거래종결 조정금액이 확정된 날로부터 15영업일 이내에 완료되어야 한다.",SY_WORK-#7594777-v4-_LGHH_ M&A - 국문 표준 SPA 양식 - Buyer Friendly Version
